Name,Category,Instagram,YouTube,Facebook,TikTok,ImageURL,Notes,Instagram_Followers,Instagram_Likes,Instagram_Views,YouTube_Followers,YouTube_Likes,YouTube_Views,Facebook_Followers,Facebook_Likes,Facebook_Views,TikTok_Followers,TikTok_Likes,TikTok_Views,Description,Previous_Brands,Gender,Email,Active_Hours,Images
Hadiqa Kiani,Music/Acting,https://www.instagram.com/hadiqakianiofficial/,https://www.youtube.com/@HadiqaKianiOfficial,,https://www.tiktok.com/@hadiqakianiofficial,https://www.instagram.com/hadiqakianiofficial/,,2.2M,,,561K,,132933914,,,,546K,7.3M,,,,Female,,,

Bilal Abbas Khan,Actor/Film & TV,https://www.instagram.com/bilalabbas_khan/,,,,https://www.instagram.com/bilalabbas_khan/,,4.9M,,,,,,,,,,,,,,Male,,,
Frieha Altaf,Fashion/Event Management,https://www.instagram.com/friehaaltaf/,,,,https://www.instagram.com/friehaaltaf/,,157K,,,,,,,,,,,,,,Female,,,
Maha Tahirani,Model/Actress,https://www.instagram.com/mahatahiranii/,,,,https://www.instagram.com/mahatahiranii/,,152K,,,,,,,,,,,,,,Female,,,
Javeria Saud,TV Personality/Producer/YouTuber,https://www.instagram.com/javeria_saud_official/,https://www.youtube.com/@JaveriaSaudQasmi,, ,https://www.instagram.com/javeria_saud_official/,,835K,,,845K,,205526309,,,,,,,,,Female,,,
Shehzad Sheikh,Actor,https://www.instagram.com/shahzadsheikh37/,,,,https://www.instagram.com/shahzadsheikh37/,,1M,,,,,,,,,,,,,,Male,,,
Tabish Hashmi,Comedian/Host,https://www.instagram.com/tabishhashmi/,,,,https://www.instagram.com/tabishhashmi/,,718K,,,,,,,,,,,,,,Male,,,

Zainab Abbas,Sports Presenter/Journalist,https://www.instagram.com/zabbasofficial/,,,,https://www.instagram.com/zabbasofficial/,,927K,,,,,,,,,,,,,,Female,,,
Murtaza Ali Shah,Journalist/Reporter,https://www.instagram.com/murtazaviews/,,,,https://www.instagram.com/murtazaviews/,,303K,,,,,,,,,,,,,,Male,,,
Sidra Batool,Actress,https://www.instagram.com/sidrabatoolo/,,,,https://www.instagram.com/sidrabatoolo/,,267K,,,,,,,,,,,,,,Female,,,
Mikaal Zulfiqar,Actor/Model,https://www.instagram.com/mikaalzulfiqar/,,,,https://www.instagram.com/mikaalzulfiqar/,,1.9M,,,,,,,,,,,,,,Male,,,
Juggun Kazim,Actress/Host,https://www.instagram.com/juggunkazim/,,,,https://www.instagram.com/juggunkazim/,,1.7M,,,,,,,,,,,,,,Female,,,
Feroze Khan,Actor/Model,https://www.instagram.com/ferozekhan/,,,,https://www.instagram.com/ferozekhan/,,8.7M,,,,,,,,,,,,,,Male,,,
Yumna Zaidi,Actress,https://www.instagram.com/yumnazaidiofficial/,,,,https://www.instagram.com/yumnazaidiofficial/,,10.3M,,,,,,,,,,,,,,Female,,,
Ahad Raza Mir,Actor,https://www.instagram.com/ahadrazamir/,,,,https://www.instagram.com/ahadrazamir/,,3.7M,,,,,,,,,,,,,,Male,,,
Kubra Khan,Actress,https://www.instagram.com/thekubism/,,,,https://www.instagram.com/thekubism/,,3.7M,,,,,,,,,,,,,,Female,,,
Gohar Rasheed,Actor,https://www.instagram.com/mirzagoharrasheed/,,,,https://www.instagram.com/mirzagoharrasheed/,,358K,,,,,,,,,,,,,,Male,,,

Armeena Khan,Actor/Model,https://www.instagram.com/armeenakhanofficial/,,,,https://www.instagram.com/armeenakhanofficial/,,2.1M,,,,,,,,,,,,,,Female,,,
Osman Khalid Butt,Actor/Writer,https://www.instagram.com/aclockworkobi/,,,,https://www.instagram.com/aclockworkobi/,,1.4M,,,,,,,,,,,,,,Male,,,
Sarwat Gilani,Actress/Model,https://www.instagram.com/sarwatg/,,,,https://www.instagram.com/sarwatg/,,1.8M,,,,,,,,,,,,,,Female,,,
Faysal Quraishi,Actor/TV Host,https://www.instagram.com/faysalquraishi/,,,,https://www.instagram.com/faysalquraishi/,,1.8M,,,,,,,,,,,,,,Male,,,
Sanam Saeed,Actress,https://www.instagram.com/sanammody/,,,,https://www.instagram.com/sanammody/,,941K,,,,,,,,,,,,,,Female,,,
Mohib Mirza,Actor/Host,https://www.instagram.com/mohibmirza/,,,,https://www.instagram.com/mohibmirza/,,1.1M,,,,,,,,,,,,,,Male,,,
Tooba Siddiqui,Actress/Model,https://www.instagram.com/toobasiddiquiofficial/,,,,https://www.instagram.com/toobasiddiquiofficial/,,199K,,,,,,,,,,,,,,Female,,,
Emmad Irfani,Actor/Model,https://www.instagram.com/emmadirfani/,,,,https://www.instagram.com/emmadirfani/,,1.1M,,,,,,,,,,,,,,Male,,,
Sohai Ali Abro,Actress/Model,https://www.instagram.com/sohaialiabroofficial/,,,,https://www.instagram.com/sohaialiabroofficial/,,1M,,,,,,,,,,,,,,Female,,,
Adnan Siddiqui,Actor/Producer,https://www.instagram.com/adnansid1/,,,,https://www.instagram.com/adnansid1//,,1.1M,,,,,,,,,,,,,,Male,,,
Minal Khan,Actress,https://www.instagram.com/minalkhan.official/,,,,https://www.instagram.com/minalkhan.official/,,10.6M,,,,,,,,,,,,,,Female,,,
Hassan Hayat Khan,Actor/Model,https://www.instagram.com/hassanhayatkhan/,,,,https://www.instagram.com/hassanhayatkhan/,,263K,,,,,,,,,,,,,,Male,,,
Salma Zafar,Actress,https://www.instagram.com/salmazafar.asim/,,,,https://www.instagram.com/salmazafar.asim/,,164K,,,,,,,,,,,,,,Female,,,
Asad Siddiqui,Actor,https://www.instagram.com/asadsidofficial/,,,,https://www.instagram.com/asadsidofficial/,,844K,,,,,,,,,,,,,,Male,,,
Zara Noor Abbas,Actress,https://www.instagram.com/zaranoorabbas.official/,,,,https://www.instagram.com/zaranoorabbas.official/,,6.8M,,,,,,,,,,,,,,Female,,,
Yasir Hussain,Actor/Host,https://www.instagram.com/yasir.hussain131/,,,,https://www.instagram.com/yasir.hussain131/,,2.1M,,,,,,,,,,,,,,Male,,,
Iffat Omar,Actress/Producer,https://www.instagram.com/iffatomarofficial/,,,,https://www.instagram.com/iffatomarofficial/,,204K,,,,,,,,,,,,,,Female,,,
Ghana Ali,Actress,https://www.instagram.com/ghanaaliofficial/,,,,https://www.instagram.com/ghanaaliofficial/,,1.2M,,,,,,,,,,,,,,Female,,,
Faryal Makhdoom,Beauty/Fashion,https://www.instagram.com/faryalmakhdoom/,,,,https://www.instagram.com/faryalmakhdoom/,,1M,,,,,,,,,,,,,,Female,,,
Saheefa Jabbar Khattak,Actress/Model,https://www.instagram.com/saheefajabbarkhattak/,,,,https://www.instagram.com/saheefajabbarkhattak/,,886K,,,,,,,,,,,,,,Female,,,

Mashal Khan,Actress/Model,https://www.instagram.com/mashalkh/,,,,https://www.instagram.com/mashalkh/,,1.2M,,,,,,,,,,,,,,Female,,,
Srha Asghar,Actress/Model,https://www.instagram.com/srhaasgr.official/,,,,https://www.instagram.com/srhaasgr.official/,,1.4M,,,,,,,,,,,,,,Female,,,
Shaista Lodhi,TV Host/Actress,https://www.instagram.com/iamshaistalodhi/,,,,https://www.instagram.com/iamshaistalodhi/,,2M,,,,,,,,,,,,,,Female,,,
Nida Yasir,TV Host/Producer,https://www.instagram.com/itsnidayasir.official/,,,,https://www.instagram.com/itsnidayasir.official/,,2.6M,,,,,,,,,,,,,,Female,,,
Madiha Imam,Actress,https://www.instagram.com/madihaimam/,,,,https://www.instagram.com/madihaimam/,,1.2M,,,,,,,,,,,,,,Female,,,
Aagha Ali,Actor/Singer,https://www.instagram.com/aaghaaliofficial/,,,,https://www.instagram.com/aaghaaliofficial/,,1.1M,,,,,,,,,,,,,,Male,,,
Muneeb Butt,Actor,https://www.instagram.com/muneeb_butt/,,,,https://www.instagram.com/muneeb_butt/,,5.2M,,,,,,,,,,,,,,Male,,,
Alyzeh Gabol,Model,https://www.instagram.com/alyzehgabol/,,,,https://www.instagram.com/alyzehgabol/,,325K,,,,,,,,,,,,,,Female,,,
Adeel Afzal,Actor/Writer,https://www.instagram.com/kasae.darvaish/,,,,https://www.instagram.com/kasae.darvaish/,,158K,,,,,,,,,,,,,,Male,,,
Sadia Jabbar,Producer,https://www.instagram.com/sadiajabbarqasim/,,,,https://www.instagram.com/sadiajabbarqasim/,,21K,,,,,,,,,,,,,,Female,,,
Ayesha Jehanzeb,Host/Comedian,https://www.instagram.com/ayeshajehanzebofficial/,,,,https://www.instagram.com/ayeshajehanzebofficial/,,235K,,,,,,,,,,,,,,Female,,,
Sundas Khalid,Education,https://www.instagram.com/sundaskhalidd/,,,,https://www.instagram.com/sundaskhalidd/,,308K,,,,,,,,,,,,,,Female,,,
Ali Arif,Actor/Musician,https://www.instagram.com/aliarifofficial/,,,,https://www.instagram.com/aliarifofficial/,,191K,,,,,,,,,,,,,,Male,,,
Usama Khan,Actor,https://www.instagram.com/usama.khan11/,,,,https://www.instagram.com/usama.khan11/,,830K,,,,,,,,,,,,,,Male,,,
Sadia Ghaffar,Actress,https://www.instagram.com/sadiaghaffar/,,,,https://www.instagram.com/sadiaghaffar/,,1.1M,,,,,,,,,,,,,,Female,,,
Ali Abbas,Actor,https://www.instagram.com/aliabbasofficial/,,,,https://www.instagram.com/aliabbasofficial/,,482K,,,,,,,,,,,,,,Male,,,

Momal Sheikh,Actress/Producer,https://www.instagram.com/momal15/,,,,https://www.instagram.com/momal15/,,3M,,,,,,,,,,,,,,Female,,,
Shahroz Sabzwari,Actor/Model,https://www.instagram.com/shahrozsabzwari/,,,,https://www.instagram.com/shahrozsabzwari/,,1M,,,,,,,,,,,,,,Male,,,
Syed Jibran,Actor,https://www.instagram.com/syedjibranofficial/,,,,https://www.instagram.com/syedjibranofficial/,,258K,,,,,,,,,,,,,,Male,,,
Yashma Gill,Actress/Model,https://www.instagram.com/yashmagillofficial/,,,,https://www.instagram.com/yashmagillofficial/,,1.6M,,,,,,,,,,,,,,Female,,,
Ushna Shah,Actress,https://www.instagram.com/ushnashah/,,,,https://www.instagram.com/ushnashah/,,2.7M,,,,,,,,,,,,,,Female,,,
Dur-e-Fishan Saleem,Actress,https://www.instagram.com/durefishans/,,,,https://www.instagram.com/durefishans/,,7.5M,,,,,,,,,,,,,,Female,,,
Nimra Khan,Actress/Model,https://www.instagram.com/nimrakhan_official/,,,,https://www.instagram.com/nimrakhan_official/,,4M,,,,,,,,,,,,,,Female,,,
Saboor Aly,Actress,https://www.instagram.com/sabooraly/,,,,https://www.instagram.com/sabooraly/,,5.3M,,,,,,,,,,,,,,Female,,,
Ali Ansari,Actor/Model,https://www.instagram.com/aliansari_a2/,,,,https://www.instagram.com/aliansari_a2/,,2.2M,,,,,,,,,,,,,,Male,,,
Azekah Daniel,Actress,https://www.instagram.com/azekah.daniel/,,,,https://www.instagram.com/azekah.daniel/,,2.4M,,,,,,,,,,,,,,Female,,,
Sana Askari,Actress,https://www.instagram.com/sanaskari/,,,,https://www.instagram.com/sanaskari/,,43.8K,,,,,,,,,,,,,,Female,,,
Fawad Jalal,Actor,https://www.instagram.com/fawadjalal_official/,,,,https://www.instagram.com/fawadjalal_official/,,22K,,,,,,,,,,,,,,Male,,,
Anmol Baloch,Actress,https://www.instagram.com/anmol_baloxh/,,,,https://www.instagram.com/anmol_baloxh/,,2.6M,,,,,,,,,,,,,,Female,,,
Salman Saeed,Actor,https://www.instagram.com/salmansaeedofficial/,,,,https://www.instagram.com/salmansaeedofficial/,,129K,,,,,,,,,,,,,,Male,,,
Sehar Khan,Actress,https://www.instagram.com/seharkhan_official/,,,,https://www.instagram.com/seharkhan_official/,,3.2M,,,,,,,,,,,,,,Female,,,
Asim Mehmood,Actor/Model,https://www.instagram.com/asimmehmoodofficial/,,,,https://www.instagram.com/asimmehmoodofficial/,,213K,,,,,,,,,,,,,,Male,,,
Laiba Khan,Actress/Model,https://www.instagram.com/laibaakhanofficial/,,,,https://www.instagram.com/laibaakhanofficial/,,3.6M,,,,,,,,,,,,,,Female,,,

Hajra Yamin,Actress,https://www.instagram.com/hajra_yamin/,,,,https://www.instagram.com/hajra_yamin/,,1M,,,,,,,,,,,,,,Female,,,
Ali Safina,Actor/Host,https://www.instagram.com/alisafina/,,,,https://www.instagram.com/alisafina/,,258K,,,,,,,,,,,,,,Male,,,
Navin Waqar,Actress/Model,https://www.instagram.com/navinwaqarofficial/,,,,https://www.instagram.com/navinwaqarofficial/,,501K,,,,,,,,,,,,,,Female,,,
Faizan Sheikh,Actor/Host,https://www.instagram.com/mfaizansk/,,,,https://www.instagram.com/mfaizansk/,,886K,,,,,,,,,,,,,,Male,,,
Agha Mustafa Hassan,Actor,https://www.instagram.com/aghamustafahassan/,,,,https://www.instagram.com/aghamustafahassan/,,95.5K,,,,,,,,,,,,,,Male,,,
Paras Masroor,Actor,https://www.instagram.com/parasmasroor.official/,,,,https://www.instagram.com/parasmasroor.official/,,29.9K,,,,,,,,,,,,,,Male,,,
Zoya Nasir,Actress/Model,https://www.instagram.com/zoyanasir/,,,,https://www.instagram.com/zoyanasir/,,958K,,,,,,,,,,,,,,Female,,,
Saba Qamar,Actress,https://www.instagram.com/sabaqamarzaman/,,,,https://www.instagram.com/sabaqamarzaman/,,6.2M,,,,,,,,,,,,,,Female,,,
Mehwish Hayat,Actress/Singer,https://www.instagram.com/mehwishhayatofficial/,,,,https://www.instagram.com/mehwishhayatofficial/,,5.2M,,,,,,,,,,,,,,Female,,,
Humayun Saeed,Actor/Producer,https://www.instagram.com/saeedhumayun/,,,,https://www.instagram.com/saeedhumayun/,,7.5M,,,,,,,,,,,,,,Male,,,
Maya Ali,Actress/Model,https://www.instagram.com/official_mayaali/,,,,https://www.instagram.com/official_mayaali/,,8.5M,,,,,,,,,,,,,,Female,,,
Ali Zafar,Singer/Actor,https://www.instagram.com/ali_zafar/,,,,https://www.instagram.com/ali_zafar/,,6.1M,,,,,,,,,,,,,,Male,,,
Atif Aslam,Singer,https://www.instagram.com/atifaslam/,,,,https://www.instagram.com/atifaslam/,,10.9M,,,,,,,,,,,,,,Male,,,
Rahat Fateh Ali Khan,Singer,https://www.instagram.com/officialrfakworld/,,,,https://www.instagram.com/officialrfakworld/,,829K,,,,,,,,,,,,,,Male,,,
Momina Mustehsan,Singer/Songwriter,https://www.instagram.com/mominamustehsan/,,,,https://www.instagram.com/mominamustehsan/,,3.9M,,,,,,,,,,,,,,Female,,,
Aima Baig,Singer,https://www.instagram.com/aima_baig_official/,,,,https://www.instagram.com/aima_baig_official/,,6.5M,,,,,,,,,,,,,,Female,,,
Hania Aamir,Actress/Model,https://www.instagram.com/haniaheheofficial/,,,,https://www.instagram.com/haniaheheofficial/,,19.1M,,,,,,,,,,,,,,Female,,,
Vaneeza Sattar,Model/Designer,https://www.instagram.com/vaneezavv/,,,,https://www.instagram.com/vaneezavv/,,112K,,,,,,,,,,,,,,Female,,,
Bushra Ansari,Actress/Writer,https://www.instagram.com/ansari.bushra/,,,,https://www.instagram.com/ansari.bushra/,,882K,,,,,,,,,,,,,,Female,,,
Sadia Imam,Actress/Host,https://www.instagram.com/sadiaimmam.official/,,,,https://www.instagram.com/sadiaimmam.official/,,133K,,,,,,,,,,,,,,Female,,,
Reema Khan,Actress/Director,https://www.instagram.com/iamreemakhan/,,,,https://www.instagram.com/iamreemakhan/,,972K,,,,,,,,,,,,,,Female,,,
Iman Ali,Actress/Model,https://www.instagram.com/imanalyofficial/,,,,https://www.instagram.com/imanalyofficial/,,399K,,,,,,,,,,,,,,Female,,,

Sadia Faisal,Actress/Model,https://www.instagram.com/sadiafaisalofficial/,,,,https://www.instagram.com/sadiafaisalofficial/,,661K,,,,,,,,,,,,,,Female,,,
Saima Noor,Actress,https://www.instagram.com/saima.noorofficial/,,,,https://www.instagram.com/saima.noorofficial/,,5345K,,,,,,,,,,,,,,Female,,,
Sania Mirza,Athlete/Tennis Player,https://www.instagram.com/mirzasaniar/,,,,https://www.instagram.com/mirzasaniar/,,12.9M,,,,,,,,,,,,,,Female,,,
Shoaib Malik,Cricketer,https://www.instagram.com/realshoaibmalik/,,,,https://www.instagram.com/realshoaibmalik/,,2.5M,,,,,,,,,,,,,,Male,,,
Babar Azam,Cricketer,https://www.instagram.com/babarazam/,,,,https://www.instagram.com/babarazam/,,6.2M,,,,,,,,,,,,,,Male,,,
Sarfaraz Ahmed,Cricketer,https://www.instagram.com/sarfaraz54/,,,,https://www.instagram.com/sarfaraz54/,,572K,,,,,,,,,,,,,,Male,,,
Shaheen Afridi,Cricketer,https://www.instagram.com/ishaheenafridi10/,,,,https://www.instagram.com/ishaheenafridi10/,,2.8M,,,,,,,,,,,,,,Male,,,
Imad Wasim,Cricketer,https://www.instagram.com/imadwasim/,,,,https://www.instagram.com/imadwasim/,,720K,,,,,,,,,,,,,,Male,,,
Wahab Riaz,Cricketer,https://www.instagram.com/wahabviki/,,,,https://www.instagram.com/wahabviki/,,705K,,,,,,,,,,,,,,Male,,,
Naseem Shah,Cricketer,https://www.instagram.com/inaseemshah/,,,,https://www.instagram.com/inaseemshah/,,2.7M,,,,,,,,,,,,,,Male,,,
Shadab Khan,Cricketer,https://www.instagram.com/shadab0800/,,,,https://www.instagram.com/shadab0800/,,2.5M,,,,,,,,,,,,,,Male,,,
Asif Ali,Cricketer,https://www.instagram.com/asif9741/,,,,https://www.instagram.com/asif9741//,,621K,,,,,,,,,,,,,,Male,,,
Faheem Ashraf,Cricketer,https://www.instagram.com/rana_faheem_ashraf/,,,,https://www.instagram.com/rana_faheem_ashraf/,,420K,,,,,,,,,,,,,,Male,,,
Mohammad Hasnain,Cricketer,https://www.instagram.com/m.hasnain20/,,,,https://www.instagram.com/m.hasnain20/,,669K,,,,,,,,,,,,,,Male,,,
Usman Shinwari,Cricketer,https://www.instagram.com/shinwarii36/,,,,https://www.instagram.com/shinwarii36/,,82.4K,,,,,,,,,,,,,,Male,,,
Khushdil Shah,Cricketer,https://www.instagram.com/shahkhushdil/,,,,https://www.instagram.com/shahkhushdil/,,155K,,,,,,,,,,,,,,Male,,,
Iftikhar Ahmed,Cricketer,https://www.instagram.com/iftiahmed221/,,,,https://www.instagram.com/iftiahmed221/,,527K,,,,,,,,,,,,,,Male,,,
Mohammad Nawaz,Cricketer,https://www.instagram.com/m_nawazkhan/,,,,https://www.instagram.com/m_nawazkhan/,,560K,,,,,,,,,,,,,,Male,,,
Shan Masood,Cricketer,https://www.instagram.com/shani_official89/,,,,https://www.instagram.com/shani_official89/,,343K,,,,,,,,,,,,,,Male,,,
Abid Ali,Cricketer,https://www.instagram.com/abidalioffical/,,,,https://www.instagram.com/abidalioffical/,,109K,,,,,,,,,,,,,,Male,,,
Azhar Ali,Cricketer,https://www.instagram.com/azharali79_/,,,,https://www.instagram.com/azharali79_/,,880K,,,,,,,,,,,,,,Male,,,
Saud Shakeel,Cricketer,https://www.instagram.com/isaudshak/,,,,https://www.instagram.com/isaudshak/,,128K,,,,,,,,,,,,,,Male,,,
Agha Salman,Cricketer,https://www.instagram.com/salmanagha247/,,,,https://www.instagram.com/salmanagha247/,,219K,,,,,,,,,,,,,,Male,,,
Sharjeel Khan,Cricketer,https://www.instagram.com/sharjeelkhan1989/,,,,https://www.instagram.com/sharjeelkhan1989/,,77K,,,,,,,,,,,,,,Male,,,
Kamran Akmal,Cricketer,https://www.instagram.com/kamranakmal23/,,,,https://www.instagram.com/kamranakmal23/,,241K,,,,,,,,,,,,,,Male,,,

#Umar Akmal, Sports/Cricket,https://www.instagram.com/umarakmal/,https://www.youtube.com/@UmarAkmalOfficial,https://www.facebook.com/UmarAkmalOfficial,,https://www.instagram.com/umarakmal/,Batsman,,
#Zohaib Ashraf, Sports/Cricket,https://www.instagram.com/zohaibashraf_official/,https://www.youtube.com/@ZohaibAshrafOfficial,https://www.facebook.com/ZohaibAshrafOfficial,,https://www.instagram.com/zohaibashraf_official/,Wicketkeeper,,
#Bismillah Khan, Sports/Cricket,https://www.instagram.com/bismillahkhanofficial/,https://www.youtube.com/@BismillahKhanOfficial,https://www.facebook.com/BismillahKhanOfficial,,https://www.instagram.com/bismillahkhanofficial/,Wicketkeeper,,
#Rohail Nazir, Sports/Cricket,https://www.instagram.com/rohailnazirofficial/,https://www.youtube.com/@RohailNazirOfficial,https://www.facebook.com/RohailNazirOfficial,,https://www.instagram.com/rohailnazirofficial/,Young talent,,
#Zeeshan Zameer, Sports/Cricket,https://www.instagram.com/zeeshanzameerofficial/,https://www.youtube.com/@ZeeshanZameerOfficial,https://www.facebook.com/ZeeshanZameerOfficial,,https://www.instagram.com/zeeshanzameerofficial/,Batsman,,
#Hussain Talat, Sports/Cricket,https://www.instagram.com/hussaintalatofficial/,https://www.youtube.com/@HussainTalatOfficial,https://www.facebook.com/HussainTalatOfficial,,https://www.instagram.com/hussaintalatofficial/,All-rounder,,
#Khurram Manzoor, Sports/Cricket,https://www.instagram.com/khurrammanzoorofficial/,https://www.youtube.com/@KhurramManzoorOfficial,https://www.facebook.com/KhurramManzoorOfficial,,https://www.instagram.com/khurrammanzoorofficial/,Opener,,
#Sami Aslam, Sports/Cricket,https://www.instagram.com/samiaslamofficial/,https://www.youtube.com/@SamiAslamOfficial,https://www.facebook.com/SamiAslamOfficial,,https://www.instagram.com/samiaslamofficial/,Batsman,,
#Ahmed Shehzad, Sports/Cricket,https://www.instagram.com/ahmedshehzadofficial/,https://www.youtube.com/@AhmedShehzadOfficial,https://www.facebook.com/AhmedShehzadOfficial,,https://www.instagram.com/ahmedshehzadofficial/,Aggressive batsman,,
#Fakhar Zaman, Sports/Cricket,https://www.instagram.com/fakharzaman49/,https://www.youtube.com/@FakharZamanOfficial,https://www.facebook.com/FakharZamanOfficial,,https://www.instagram.com/fakharzaman49/,ODI specialist,,
#Haris Mohammad, Sports/Cricket,https://www.instagram.com/harismohammadofficial/,https://www.youtube.com/@HarisMohammadOfficial,https://www.facebook.com/HarisMohammadOfficial,,https://www.instagram.com/harismohammadofficial/,Bowler,,
#Usama Mir, Sports/Cricket,https://www.instagram.com/usamamirofficial/,https://www.youtube.com/@UsamaMirOfficial,https://www.facebook.com/UsamaMirOfficial,,https://www.instagram.com/usamamirofficial/,Leg spinner,,
#Zafar Gohar, Sports/Cricket,https://www.instagram.com/zafargoharofficial/,https://www.youtube.com/@ZafarGoharOfficial,https://www.facebook.com/ZafarGoharOfficial,,https://www.instagram.com/zafargoharofficial/,Spinner,,
#Mohammad Irfan, Sports/Cricket,https://www.instagram.com/mirfan_official/,https://www.youtube.com/@MohammadIrfanOfficial,https://www.facebook.com/MohammadIrfanOfficial,,https://www.instagram.com/mirfan_official/,Tall pacer,,
#Junaid Khan, Sports/Cricket,https://www.instagram.com/junaidkhan_official/,https://www.youtube.com/@JunaidKhanOfficial,https://www.facebook.com/JunaidKhanOfficial,,https://www.instagram.com/junaidkhan_official/,Swing bowler,,
#Sohail Khan, Sports/Cricket,https://www.instagram.com/sohailkhanofficial/,https://www.youtube.com/@SohailKhanOfficial,https://www.facebook.com/SohailKhanOfficial,,https://www.instagram.com/sohailkhanofficial/,Pacer,,
#Anwar Ali, Sports/Cricket,https://www.instagram.com/anwaraliofficial/,https://www.youtube.com/@AnwarAliOfficial,https://www.facebook.com/AnwarAliOfficial,,https://www.instagram.com/anwaraliofficial/,All-rounder,,
#Rumman Raees, Sports/Cricket,https://www.instagram.com/rummanraeesofficial/,https://www.youtube.com/@RummanRaeesOfficial,https://www.facebook.com/RummanRaeesOfficial,,https://www.instagram.com/rummanraeesofficial/,Left arm pacer,,
#Mohammad Amir, Sports/Cricket,https://www.instagram.com/amir_official/,https://www.youtube.com/@MohammadAmirOfficial,https://www.facebook.com/MohammadAmirOfficial,,https://www.instagram.com/amir_official/,Star pacer,,
#Zulfiqar Babar, Sports/Cricket,https://www.instagram.com/zulfiqarbabarofficial/,https://www.youtube.com/@ZulfiqarBabarOfficial,https://www.facebook.com/ZulfiqarBabarOfficial,,https://www.instagram.com/zulfiqarbabarofficial/,Spinner,,
#Yasir Shah, Sports/Cricket,https://www.instagram.com/yasirshah90/,https://www.youtube.com/@YasirShahOfficial,https://www.facebook.com/YasirShahOfficial,,https://www.instagram.com/yasirshah90/,Leg spinner,,
#Zahid Mahmood, Sports/Cricket,https://www.instagram.com/zahidmahmoodofficial/,https://www.youtube.com/@ZahidMahmoodOfficial,https://www.facebook.com/ZahidMahmoodOfficial,,https://www.instagram.com/zahidmahmoodofficial/,Off spinner,,
#Nauman Ali, Sports/Cricket,https://www.instagram.com/naumanaliofficial/,https://www.youtube.com/@NaumanAliOfficial,https://www.facebook.com/NaumanAliOfficial,,https://www.instagram.com/naumanaliofficial/,Spinner,,
#Sajid Khan, Sports/Cricket,https://www.instagram.com/sajidkhanofficial/,https://www.youtube.com/@SajidKhanOfficial,https://www.facebook.com/SajidKhanOfficial,,https://www.instagram.com/sajidkhanofficial/,Off spinner,,
#Khalid Usman, Sports/Cricket,https://www.instagram.com/khalidusmanofficial/,https://www.youtube.com/@KhalidUsmanOfficial,https://www.facebook.com/KhalidUsmanOfficial,,https://www.instagram.com/khalidusmanofficial/,Spinner,,
#Bilal Asif, Sports/Cricket,https://www.instagram.com/bilalasifofficial/,https://www.youtube.com/@BilalAsifOfficial,https://www.facebook.com/BilalAsifOfficial,,https://www.instagram.com/bilalasifofficial/,All-rounder,,
#Bilal Lashari,Acting/Director,https://www.instagram.com/bilallashari/,https://www.youtube.com/@BilalLashariOfficial,https://www.facebook.com/BilalLashariOfficial,,https://www.instagram.com/bilallashari/,Filmmaker and actor,,
#Sheheryar Munawar,Acting/Lifestyle,https://www.instagram.com/sheheryarmunawar/,https://www.youtube.com/@SheheryarMunawarOfficial,https://www.facebook.com/SheheryarMunawarOfficial,,https://www.instagram.com/sheheryarmunawar/,Actor and singer,,
#Noor Hassan,Acting/Host,https://www.instagram.com/noorhassanofficial/,https://www.youtube.com/@NoorHassanOfficial,https://www.facebook.com/NoorHassanOfficial,,https://www.instagram.com/noorhassanofficial/,TV actor,,
#Jana Malik,Acting/Drama,https://www.instagram.com/janamalik/,https://www.youtube.com/@JanaMalikOfficial,https://www.facebook.com/JanaMalikOfficial,,https://www.instagram.com/janamalik/,Veteran actress,,
#Haris Waheed,Acting/Drama,https://www.instagram.com/hariswaheedofficial/,https://www.youtube.com/@HarisWaheedOfficial,https://www.facebook.com/HarisWaheedOfficial,,https://www.instagram.com/hariswaheedofficial/,Actor,,
#Ali Rehman Khan,Acting/Lifestyle,https://www.instagram.com/alirehmankhan/,https://www.youtube.com/@AliRehmanKhanOfficial,https://www.facebook.com/AliRehmanKhanOfficial,,https://www.instagram.com/alirehmankhan/,Rising actor,,
#Naveen Waqar,Acting/Modeling,https://www.instagram.com/naveenwaqar28/,https://www.youtube.com/@NaveenWaqarOfficial,https://www.facebook.com/NaveenWaqarOfficial,,https://www.instagram.com/naveenwaqar28/,Actress and model,,
#Aiza Khan,Acting/Lifestyle,https://www.instagram.com/aizakhan.official/,https://www.youtube.com/@AizaKhanOfficial,https://www.facebook.com/AizaKhanOfficial,,https://www.instagram.com/aizakhan.official/,TV actress,,
#Affan Waheed,Acting/Drama,https://www.instagram.com/affanwaheedofficial/,https://www.youtube.com/@AffanWaheedOfficial,https://www.facebook.com/AffanWaheedOfficial,,https://www.instagram.com/affanwaheedofficial/,Actor,,
#Zainab Shabbir,Acting/Lifestyle,https://www.instagram.com/zainabshabbir_official/,https://www.youtube.com/@ZainabShabbirOfficial,https://www.facebook.com/ZainabShabbirOfficial,,https://www.instagram.com/zainabshabbir_official/,Emerging actress,,
#Rida Isfahani,Beauty/Fashion,https://www.instagram.com/ridaisfahani/,https://www.youtube.com/@RidaIsfahaniOfficial,https://www.facebook.com/RidaIsfahaniOfficial,,https://www.instagram.com/ridaisfahani/,Makeup artist,,
