Name,Category,Instagram,YouTube,Facebook,TikTok,ImageURL,Notes,Instagram_Followers,Instagram_Likes,Instagram_Views,YouTube_Followers,YouTube_Likes,YouTube_Views,Facebook_Followers,Facebook_Likes,Facebook_Views,TikTok_Followers,TikTok_Likes,TikTok_Views,Description,Previous_Brands,Gender,Email,Active_Hours,Images
#Anoushay Abbasi,Acting/Lifestyle,https://www.instagram.com/anoushayabbasi/,https://www.youtube.com/@AnoushayAbbasiOfficial,https://www.facebook.com/AnoushayAbbasiOfficial,,https://www.instagram.com/anoushayabbasi/,Actress,,
#Kinza Hashmi,Acting/Drama,https://www.instagram.com/kinzahashmi/,https://www.youtube.com/@KinzaHashmiOfficial,https://www.facebook.com/KinzaHashmiOfficial,,https://www.instagram.com/kinzahashmi/,TV actress,,
#Hareem Farooq,Acting/Film,https://www.instagram.com/hareemfarooq/,https://www.youtube.com/@HareemFarooqOfficial,https://www.facebook.com/HareemFarooqOfficial,,https://www.instagram.com/hareemfarooq/,Film actress,,
#Meera,Acting/Film,https://www.instagram.com/meera_official/,https://www.youtube.com/@MeeraOfficial,https://www.facebook.com/MeeraOfficial,,https://www.instagram.com/meera_official/,Film actress,,
#Veena Malik,Acting/Modeling,https://www.instagram.com/veenamalik/,https://www.youtube.com/@VeenaMalikOfficial,https://www.facebook.com/VeenaMalikOfficial,,https://www.instagram.com/veenamalik/,Controversial actress,,
#Nargis Fakhri,Acting/International,https://www.instagram.com/nargisfakhri/,https://www.youtube.com/@NargisFakhriOfficial,https://www.facebook.com/NargisFakhriOfficial,,https://www.instagram.com/nargisfakhri/,Pakistani-American actress,,
#Shamoon Abbasi,Acting/Director,https://www.instagram.com/shamoonabbasi/,https://www.youtube.com/@ShamoonAbbasiOfficial,https://www.facebook.com/ShamoonAbbasiOfficial,,https://www.instagram.com/shamoonabbasi/,Independent filmmaker,,
#Adnan Sami, Music/Singing,https://www.instagram.com/adnansami58/,https://www.youtube.com/@AdnanSamiOfficial,https://www.facebook.com/AdnanSamiOfficial,,https://www.instagram.com/adnansami58/,Singer with Pakistani roots,,
#Shafqat Amanat Ali, Music/Singing,https://www.instagram.com/shafqatamanatofficial/,https://www.youtube.com/@ShafqatAmanatAliOfficial,https://www.facebook.com/ShafqatAmanatAliOfficial,,https://www.instagram.com/shafqatamanatofficial/,Classical singer,,
#Ali Azmat, Music/Rock,https://www.instagram.com/aliazmatmusic/,https://www.youtube.com/@AliAzmatOfficial,https://www.facebook.com/AliAzmatOfficial,,https://www.instagram.com/aliazmatmusic/,Rock musician,,
#Zeb Bangash, Music/Singing,https://www.instagram.com/zebbangash/,https://www.youtube.com/@ZebBangashOfficial,https://www.facebook.com/ZebBangashOfficial,,https://www.instagram.com/zebbangash/,Folk singer,,
#Salman Ahmad, Music/Rock,https://www.instagram.com/salmanahmadofficial/,https://www.youtube.com/@SalmanAhmadOfficial,https://www.facebook.com/SalmanAhmadOfficial,,https://www.instagram.com/salmanahmadofficial/,Junoon band member,,
#Faraz Anwar, Music/Guitar,https://www.instagram.com/farazanwarofficial/,https://www.youtube.com/@FarazAnwarOfficial,https://www.facebook.com/FarazAnwarOfficial,,https://www.instagram.com/farazanwarofficial/,Guitarist,,
#Sahir Ali Bagga, Music/Composer,https://www.instagram.com/sahiralibagga/,https://www.youtube.com/@SahirAliBaggaOfficial,https://www.facebook.com/SahirAliBaggaOfficial,,https://www.instagram.com/sahiralibagga/,Composer,,
#Ali Noor, Music/Rock,https://www.instagram.com/alinorofficial/,https://www.youtube.com/@AliNoorOfficial,https://www.facebook.com/AliNoorOfficial,,https://www.instagram.com/alinorofficial/,Musician,,
#Zohaib Kazi, Music/Producer,https://www.instagram.com/zohaibkazi/,https://www.youtube.com/@ZohaibKaziOfficial,https://www.facebook.com/ZohaibKaziOfficial,,https://www.instagram.com/zohaibkazi/,Music producer,,
#Rakshanda Nagpal, Acting/Drama,https://www.instagram.com/rakshandanagpal/,https://www.youtube.com/@RakshandaNagpalOfficial,https://www.facebook.com/RakshandaNagpalOfficial,,https://www.instagram.com/rakshandanagpal/,Actress,,
#Sunita Marshall, Modeling/Acting,https://www.instagram.com/sunitamarshall/,https://www.youtube.com/@SunitaMarshallOfficial,https://www.facebook.com/SunitaMarshallOfficial,,https://www.instagram.com/sunitamarshall/,Model,,
#VJ Manish, Entertainment/Host,https://www.instagram.com/vjmanishpaul/,https://www.youtube.com/@VJManishOfficial,https://www.facebook.com/VJManishOfficial,,https://www.instagram.com/vjmanishpaul/,Host,,
#Joanna Lumley, Acting/International,https://www.instagram.com/joannalumleyofficial/,https://www.youtube.com/@JoannaLumleyOfficial,https://www.facebook.com/JoannaLumleyOfficial,,https://www.instagram.com/joannalumleyofficial/,Actress with Pakistani ties,,
#Sadia Khan, Modeling/Fashion,https://www.instagram.com/sadiakhanworld/,https://www.youtube.com/@SadiaKhanOfficial,https://www.facebook.com/SadiaKhanOfficial,,https://www.instagram.com/sadiakhanworld/,Supermodel,,
#Amna Ilyas, Acting/Modeling,https://www.instagram.com/amna_ilyas/,https://www.youtube.com/@AmnaIlyasOfficial,https://www.facebook.com/AmnaIlyasOfficial,,https://www.instagram.com/amna_ilyas/,Actress and model,,
#Sartaj Khan, Music/Sufi,https://www.instagram.com/sartajkhanmusic/,https://www.youtube.com/@SartajKhanOfficial,https://www.facebook.com/SartajKhanOfficial,,https://www.instagram.com/sartajkhanmusic/,Sufi singer,,
#Abida Parveen, Music/Sufi,https://www.instagram.com/abidaparveenofficial/,https://www.youtube.com/@AbidaParveenOfficial,https://www.facebook.com/AbidaParveenOfficial,,https://www.instagram.com/abidaparveenofficial/,Legendary Sufi singer,,
#Ghulam Ali, Music/Classical,https://www.instagram.com/ghulamaliofficial/,https://www.youtube.com/@GhulamAliOfficial,https://www.facebook.com/GhulamAliOfficial,,https://www.instagram.com/ghulamaliofficial/,Ghazal singer,,
#Nusrat Fateh Ali Khan, Music/Qawwali,https://www.instagram.com/nusratfatehalikhan/,https://www.youtube.com/@NusratFatehAliKhanOfficial,https://www.facebook.com/NusratFatehAliKhanOfficial,,https://www.instagram.com/nusratfatehalikhan/,Qawwali legend,,
#Maria Wasti,Acting/Drama,https://www.instagram.com/mariawasti/,https://www.youtube.com/@MariaWastiOfficial,https://www.facebook.com/MariaWastiOfficial,,https://www.instagram.com/mariawasti/,Actress,,
#Resham,Acting/Film,https://www.instagram.com/reshamofficial/,https://www.youtube.com/@ReshamOfficial,https://www.facebook.com/ReshamOfficial,,https://www.instagram.com/reshamofficial/,Film actress,,
#Saim Ali,Acting/Lifestyle,https://www.instagram.com/saimaliofficial/,https://www.youtube.com/@SaimAliOfficial,https://www.facebook.com/SaimAliOfficial,,https://www.instagram.com/saimaliofficial/,Actor,,
#Ayesha Naseem,Beauty/Lifestyle,https://www.instagram.com/ayesha_naseem/,https://www.youtube.com/@AyeshaNaseemOfficial,https://www.facebook.com/AyeshaNaseemOfficial,,https://www.instagram.com/ayesha_naseem/,Influencer,,
#Hina Afridi,Beauty/Fashion,https://www.instagram.com/hinaafridi/,https://www.youtube.com/@HinaAfridiOfficial,https://www.facebook.com/HinaAfridiOfficial,,https://www.instagram.com/hinaafridi/,Makeup artist,,
#Sana Safi,Beauty/Lifestyle,https://www.instagram.com/sanasafi/,https://www.youtube.com/@SanaSafiOfficial,https://www.facebook.com/SanaSafiOfficial,,https://www.instagram.com/sanasafi/,Beauty blogger,,
#Ayesha Ch,Beauty/Lifestyle,https://www.instagram.com/ayesha_ch/,https://www.youtube.com/@AyeshaChOfficial,https://www.facebook.com/AyeshaChOfficial,,https://www.instagram.com/ayesha_ch/,Beauty guru,,
#Sobia Nasir,Beauty/Fashion,https://www.instagram.com/sobianasir/,https://www.youtube.com/@SobiaNasirOfficial,https://www.facebook.com/SobiaNasirOfficial,,https://www.instagram.com/sobianasir/,Makeup artist,,
#Dr. Amir Liaquat,Entertainment/Religious,https://www.instagram.com/dramirliaquat/,https://www.youtube.com/@DrAmirLiaquatOfficial,https://www.facebook.com/DrAmirLiaquatOfficial,,https://www.instagram.com/dramirliaquat/,Religious scholar,,
#Junaid Jamshed, Music/Religious,https://www.instagram.com/junaidjamshedofficial/,https://www.youtube.com/@JunaidJamshedOfficial,https://www.facebook.com/JunaidJamshedOfficial,,https://www.instagram.com/junaidjamshedofficial/,Singer turned preacher,,
#Owais Raza Qadri, Music/Na at,https://www.instagram.com/owaisrazaqadriofficial/,https://www.youtube.com/@OwaisRazaQadriOfficial,https://www.facebook.com/OwaisRazaQadriOfficial,,https://www.instagram.com/owaisrazaqadriofficial/,Na at reciter,,
#Alhaaj Ashfaq Ahmed, Music/Na at,https://www.instagram.com/alhaajashfaqahmed/,https://www.youtube.com/@AlhaajAshfaqAhmedOfficial,https://www.facebook.com/AlhaajAshfaqAhmedOfficial,,https://www.instagram.com/alhaajashfaqahmed/,Na at artist,,
#Sami Yousuf, Music/Religious,https://www.instagram.com/samiyousuf/,https://www.youtube.com/@SamiYousufOfficial,https://www.facebook.com/SamiYousufOfficial,,https://www.instagram.com/samiyousuf/,Religious singer,,
#Harris Sultan, Comedy/Content,https://www.instagram.com/harrissultan/,https://www.youtube.com/@HarrisSultanOfficial,https://www.facebook.com/HarrisSultanOfficial,,https://www.instagram.com/harrissultan/,Comedian,,
#Ducky Bhai,Comedy/Gaming,https://www.instagram.com/duckybhai/,https://www.youtube.com/@DuckyBhai,,,https://www.instagram.com/duckybhai/,Content creator,,
#Mooroo,Vlogs/Music,https://www.instagram.com/mooroosicity/,https://www.youtube.com/user/mooroosicity,,https://www.tiktok.com/@mooroosicity,https://www.instagram.com/mooroosicity/,Musician,,
#Ukhano,Travel/Lifestyle,https://www.instagram.com/ukhano/,https://www.youtube.com/channel/UC4NQ7dQ171deDBPGGAs24CEA,https://www.facebook.com/ukhanarmy/,,https://www.instagram.com/ukhano/,Travel vlogger,,
#P4 Pakao,Comedy/Pranks,https://www.instagram.com/p4pakao/,https://www.youtube.com/@P4PakaoOfficial,https://www.facebook.com/p4pakao/,,https://www.instagram.com/p4pakao/,Prankster,,
#Amna Riaz,Food/Cooking,https://www.instagram.com/kitchenwithamna/,https://www.youtube.com/@KitchenWithAmna,https://www.facebook.com/KitchenWithAmna,,https://www.instagram.com/kitchenwithamna/,Cook,,
#VideoWaliSarkar,Tech/Reviews,https://www.instagram.com/videowalisarkar/,https://www.youtube.com/@VideoWaliSarkar,,,https://www.instagram.com/videowalisarkar/,Tech reviewer,,
#Shoaib Akhtar,Sports/Cricket,https://www.instagram.com/shoaib100mph/,https://www.youtube.com/@ShoaibAkhtarOfficial,https://www.facebook.com/ShoaibAkhtarOfficial,,https://www.instagram.com/shoaib100mph/,Legendary bowler,,
#Wasim Akram,Sports/Cricket,https://www.instagram.com/wasimakramlive/,https://www.youtube.com/@WasimAkramOfficial,https://www.facebook.com/WasimAkramOfficial,,https://www.instagram.com/wasimakramlive/,Cricket legend,,
#Inzamam ul Haq,Sports/Cricket,https://www.instagram.com/inzi96official/,https://www.youtube.com/@InzamamulHaqOfficial,https://www.facebook.com/InzamamulHaqOfficial,,https://www.instagram.com/inzi96official/,Former captain,,
#Misbah ul Haq,Sports/Cricket,https://www.instagram.com/misbahofficial/,https://www.youtube.com/@MisbahulHaqOfficial,https://www.facebook.com/MisbahulHaqOfficial,,https://www.instagram.com/misbahofficial/,Coach,,
#Shahid Afridi,Sports/Cricket,https://www.instagram.com/shahidafridi24/,https://www.youtube.com/@ShahidAfridiOfficial,https://www.facebook.com/ShahidAfridiOfficial,,https://www.instagram.com/shahidafridi24/,All-rounder,,
#Javed Miandad,Sports/Cricket,https://www.instagram.com/javedmiandad/,https://www.youtube.com/@JavedMiandadOfficial,https://www.facebook.com/JavedMiandadOfficial,,https://www.instagram.com/javedmiandad/,Legend,,
#Rameez Raja,Sports/Cricket,https://www.instagram.com/rameezrajaofficial/,https://www.youtube.com/@RameezRajaOfficial,https://www.facebook.com/RameezRajaOfficial,,https://www.instagram.com/rameezrajaofficial/,Commentator,,
#Afridi,Comedy/Content,https://www.instagram.com/afridipk/,https://www.youtube.com/@AfridiPKOfficial,https://www.facebook.com/AfridiPKOfficial,,https://www.instagram.com/afridipk/,Comedian,,
#Syed Shoaib,Comedy/Vlogs,https://www.instagram.com/syedshoaibofficial/,https://www.youtube.com/@SyedShoaibOfficial,https://www.facebook.com/SyedShoaibOfficial,,https://www.instagram.com/syedshoaibofficial/,Vlogger,,
#Jazbaati,Comedy/Pranks,https://www.instagram.com/jazbaatiofficial/,https://www.youtube.com/@JazbaatiOfficial,https://www.facebook.com/JazbaatiOfficial,,https://www.instagram.com/jazbaatiofficial/,Prankster,,
#Irshaad Naseer,Comedy/Content,https://www.instagram.com/irshaadnaseer/,https://www.youtube.com/@IrshaadNaseerOfficial,https://www.facebook.com/IrshaadNaseerOfficial,,https://www.instagram.com/irshaadnaseer/,Comedian,,
#Mo Vlogs,Travel/Vlogs,https://www.instagram.com/movlogs/,https://www.youtube.com/@MoVlogsOfficial,https://www.facebook.com/MoVlogsOfficial,,https://www.instagram.com/movlogs/,Vlogger,,
#Froggy,Comedy/Pranks,https://www.instagram.com/froggy_official/,https://www.youtube.com/@FroggyOfficial,https://www.facebook.com/FroggyOfficial,,https://www.instagram.com/froggy_official/,Prankster,,
#Dr Amir Liaquat,Entertainment/Religious,https://www.instagram.com/dramirliaquat/,https://www.youtube.com/@DrAmirLiaquatOfficial,https://www.facebook.com/DrAmirLiaquatOfficial,,https://www.instagram.com/dramirliaquat/,Religious scholar,,
#Quratulain Balouch,Music,https://www.instagram.com/quratulainbalouch/,https://www.youtube.com/@QuratulainBalouchOfficial,https://www.facebook.com/QuratulainBalouch,,https://www.instagram.com/quratulainbalouch/,Singer,,
#Fariha Pervez,Music,https://www.instagram.com/farihapervez/,https://www.youtube.com/@FarihaPervezOfficial,https://www.facebook.com/FarihaPervezOfficial,,https://www.instagram.com/farihapervez/,Singer,,
#Meesha Shafi,Music,https://www.instagram.com/meeshashafi/,https://www.youtube.com/@MeeshaShafiOfficial,https://www.facebook.com/MeeshaShafiOfficial,,https://www.instagram.com/meeshashafi/,Singer,,
#Strings,Music,https://www.instagram.com/stringsband/,https://www.youtube.com/@StringsOfficial,https://www.facebook.com/StringsOfficial,,https://www.instagram.com/stringsband/,Band,,
#Junoon,Music,https://www.instagram.com/junoonband/,https://www.youtube.com/@JunoonOfficial,https://www.facebook.com/JunoonOfficial,,https://www.instagram.com/junoonband/,Band,,
#Vital Signs,Music,https://www.instagram.com/vitalsignsband/,https://www.youtube.com/@VitalSignsOfficial,https://www.facebook.com/VitalSignsOfficial,,https://www.instagram.com/vitalsignsband/,Band,,
#Jal,Music,https://www.instagram.com/jalband/,https://www.youtube.com/@JalOfficial,https://www.facebook.com/JalOfficial,,https://www.instagram.com/jalband/,Band,,
#Noori,Music,https://www.instagram.com/nooriband/,https://www.youtube.com/@NooriOfficial,https://www.facebook.com/NooriOfficial,,https://www.instagram.com/nooriband/,Band,,
#The Local Train,Music,https://www.instagram.com/thelocaltrain/,https://www.youtube.com/@TheLocalTrainOfficial,https://www.facebook.com/TheLocalTrainOfficial,,https://www.instagram.com/thelocaltrain/,Band,,
#Bayaan,Music,https://www.instagram.com/bayaanband/,https://www.youtube.com/@BayaanOfficial,https://www.facebook.com/BayaanOfficial,,https://www.instagram.com/bayaanband/,Band,,
#Kashmir,Music,https://www.instagram.com/kashmirband/,https://www.youtube.com/@KashmirOfficial,https://www.facebook.com/KashmirOfficial,,https://www.instagram.com/kashmirband/,Band,,
#Aaroh,Music,https://www.instagram.com/aarohband/,https://www.youtube.com/@AarohOfficial,https://www.facebook.com/AarohOfficial,,https://www.instagram.com/aarohband/,Band,,
#Entity Paradigm,Music,https://www.instagram.com/entityparadigm/,https://www.youtube.com/@EntityParadigmOfficial,https://www.facebook.com/EntityParadigmOfficial,,https://www.instagram.com/entityparadigm/,Band,,
#Call,Music,https://www.instagram.com/callband/,https://www.youtube.com/@CallOfficial,https://www.facebook.com/CallOfficial,,https://www.instagram.com/callband/,Band,,
#Mizraab,Music,https://www.instagram.com/mizraab/,https://www.youtube.com/@MizraabOfficial,https://www.facebook.com/MizraabOfficial,,https://www.instagram.com/mizraab/,Band,,
#Laal,Music,https://www.instagram.com/laalband/,https://www.youtube.com/@LaalOfficial,https://www.facebook.com/LaalOfficial,,https://www.instagram.com/laalband/,Band,,
#The Milestones,Music,https://www.instagram.com/themilestones/,https://www.youtube.com/@TheMilestonesOfficial,https://www.facebook.com/TheMilestonesOfficial,,https://www.instagram.com/themilestones/,Band,,
#Sajjad Ali,Music,https://www.instagram.com/sajjadali/,https://www.youtube.com/@SajjadAliOfficial,https://www.facebook.com/SajjadAliOfficial,,https://www.instagram.com/sajjadali/,Singer,,
#Abrar-ul-Haq,Music,https://www.instagram.com/abrarulhaq/,https://www.youtube.com/@AbrarUlHaqOfficial,https://www.facebook.com/AbrarUlHaqOfficial,,https://www.instagram.com/abrarulhaq/,Singer,,
#Naseebo Lal,Music,https://www.instagram.com/naseebolal/,https://www.youtube.com/@NaseeboLalOfficial,https://www.facebook.com/NaseeboLalOfficial,,https://www.instagram.com/naseebolal/,Singer,,
#Arif Lohar,Music,https://www.instagram.com/ariflohar/,https://www.youtube.com/@ArifLoharOfficial,https://www.facebook.com/ArifLoharOfficial,,https://www.instagram.com/ariflohar/,Singer,,
#Malkoo,Music,https://www.instagram.com/malkoo/,https://www.youtube.com/@MalkooOfficial,https://www.facebook.com/MalkooOfficial,,https://www.instagram.com/malkoo/,Singer,,
#Badshah,Music,https://www.instagram.com/badshah/,https://www.youtube.com/@BadshahOfficial,https://www.facebook.com/BadshahOfficial,,https://www.instagram.com/badshah/,Singer,,
#Bohemia,Music,https://www.instagram.com/bohemia/,https://www.youtube.com/@BohemiaOfficial,https://www.facebook.com/BohemiaOfficial,,https://www.instagram.com/bohemia/,Rapper,,
#Young Stunners,Music,https://www.instagram.com/youngstunners/,https://www.youtube.com/@YoungStunnersOfficial,https://www.facebook.com/YoungStunnersOfficial,,https://www.instagram.com/youngstunners/,Rap group,,
#Jokhay,Music,https://www.instagram.com/jokhay/,https://www.youtube.com/@JokhayOfficial,https://www.facebook.com/JokhayOfficial,,https://www.instagram.com/jokhay/,Rapper,,
#Asrar,Music,https://www.instagram.com/asrar/,https://www.youtube.com/@AsrarOfficial,https://www.facebook.com/AsrarOfficial,,https://www.instagram.com/asrar/,Singer,,
#Farhan Saeed,Music,https://www.instagram.com/farhansaeed/,https://www.youtube.com/@FarhanSaeedOfficial,https://www.facebook.com/FarhanSaeedOfficial,,https://www.instagram.com/farhansaeed/,Singer,,
#Shahid Khan,Music,https://www.instagram.com/shahidkhan/,https://www.youtube.com/@ShahidKhanOfficial,https://www.facebook.com/ShahidKhanOfficial,,https://www.instagram.com/shahidkhan/,Singer,,
#Javed Bashir,Music,https://www.instagram.com/javedbashir/,https://www.youtube.com/@JavedBashirOfficial,https://www.facebook.com/JavedBashirOfficial,,https://www.instagram.com/javedbashir/,Singer,,
#Haroon Rashid,Music,https://www.instagram.com/haroonrashid/,https://www.youtube.com/@HaroonRashidOfficial,https://www.facebook.com/HaroonRashidOfficial,,https://www.instagram.com/haroonrashid/,Singer,,
#Goher Mumtaz,Music,https://www.instagram.com/gohermumtaz/,https://www.youtube.com/@GoherMumtazOfficial,https://www.facebook.com/GoherMumtazOfficial,,https://www.instagram.com/gohermumtaz/,Singer,,
#Rizwan Butt,Music,https://www.instagram.com/rizwanbutt/,https://www.youtube.com/@RizwanButtOfficial,https://www.facebook.com/RizwanButtOfficial,,https://www.instagram.com/rizwanbutt/,Singer,,
#Ahmed Jahanzeb,Music,https://www.instagram.com/ahmedjahanzeb/,https://www.youtube.com/@AhmedJahanzebOfficial,https://www.facebook.com/AhmedJahanzebOfficial,,https://www.instagram.com/ahmedjahanzeb/,Singer,,
#Aamir Zaki,Music,https://www.instagram.com/aamirzaki/,https://www.youtube.com/@AamirZakiOfficial,https://www.facebook.com/AamirZakiOfficial,,https://www.instagram.com/aamirzaki/,Singer,,
#Asad Abbas,Music,https://www.instagram.com/asadabbas/,https://www.youtube.com/@AsadAbbasOfficial,https://www.facebook.com/AsadAbbasOfficial,,https://www.instagram.com/asadabbas/,Singer,,
#Shahbaz Qamar Fareedi,Music,https://www.instagram.com/shahbazqamarfareedi/,https://www.youtube.com/@ShahbazQamarFareediOfficial,https://www.facebook.com/ShahbazQamarFareediOfficial,,https://www.instagram.com/shahbazqamarfareedi/,Singer,,
#Mehdi Hassan,Music,https://www.instagram.com/mehdihassan/,https://www.youtube.com/@MehdiHassanOfficial,https://www.facebook.com/MehdiHassanOfficial,,https://www.instagram.com/mehdihassan/,Singer,,
#Noor Jehan,Music,https://www.instagram.com/noorjehan/,https://www.youtube.com/@NoorJehanOfficial,https://www.facebook.com/NoorJehanOfficial,,https://www.instagram.com/noorjehan/,Singer,,
#Lata Mangeshkar,Music,https://www.instagram.com/latamangeshkar/,https://www.youtube.com/@LataMangeshkarOfficial,https://www.facebook.com/LataMangeshkarOfficial,,https://www.instagram.com/latamangeshkar/,Singer (Pakistani origin),,
#Kishore Kumar,Music,https://www.instagram.com/kishorekumar/,https://www.youtube.com/@KishoreKumarOfficial,https://www.facebook.com/KishoreKumarOfficial,,https://www.instagram.com/kishorekumar/,Singer (Pakistani origin),,
#Muhammad Rafi,Music,https://www.instagram.com/muhammadrafi/,https://www.youtube.com/@MuhammadRafiOfficial,https://www.facebook.com/MuhammadRafiOfficial,,https://www.instagram.com/muhammadrafi/,Singer (Pakistani origin),,
#Asha Bhosle,Music,https://www.instagram.com/ashabhosle/,https://www.youtube.com/@AshaBhosleOfficial,https://www.facebook.com/AshaBhosleOfficial,,https://www.instagram.com/ashabhosle/,Singer (Pakistani origin),,
#Geeta Dutt,Music,https://www.instagram.com/geetadutt/,https://www.youtube.com/@GeetaDuttOfficial,https://www.facebook.com/GeetaDuttOfficial,,https://www.instagram.com/geetadutt/,Singer (Pakistani origin),,
#Shamshad Begum,Music,https://www.instagram.com/shamshadbegum/,https://www.youtube.com/@ShamshadBegumOfficial,https://www.facebook.com/ShamshadBegumOfficial,,https://www.instagram.com/shamshadbegum/,Singer (Pakistani origin),,
#Suraiya,Acting/Music,https://www.instagram.com/suraiya/,https://www.youtube.com/@SuraiyaOfficial,https://www.facebook.com/SuraiyaOfficial,,https://www.instagram.com/suraiya/,Actress and singer (Pakistani origin),,
#Fahad Mustafa,Acting,https://www.instagram.com/fahadmustafa/,https://www.youtube.com/@FahadMustafaOfficial,https://www.facebook.com/FahadMustafaOfficial,,https://www.instagram.com/fahadmustafa/,Actor,,
#Imran Abbas,Acting,https://www.instagram.com/imranabbas/,https://www.youtube.com/@ImranAbbasOfficial,https://www.facebook.com/ImranAbbasOfficial,,https://www.instagram.com/imranabbas/,Actor,,
#Arif Habib,Business,https://www.instagram.com/arifhabibcorp/,https://www.youtube.com/@ArifHabibCorp,https://www.facebook.com/ArifHabibCorp,,https://www.instagram.com/arifhabibcorp/,CEO of Arif Habib Corporation,,
#Mian Muhammad Mansha,Business,https://www.instagram.com/mianmansha/,https://www.youtube.com/@MianManshaOfficial,https://www.facebook.com/MianManshaOfficial,,https://www.instagram.com/mianmansha/,Chairman Nishat Group,,
#Nadeem Malik,Business,https://www.instagram.com/nadeemmalik/,https://www.youtube.com/@NadeemMalikOfficial,https://www.facebook.com/NadeemMalikOfficial,,https://www.instagram.com/nadeemmalik/,CEO of Packages Limited,,
#Tariq Rafi,Business,https://www.instagram.com/tariqrafi/,https://www.youtube.com/@TariqRafiOfficial,https://www.facebook.com/TariqRafiOfficial,,https://www.instagram.com/tariqrafi/,CEO of Rafi Group,,
#Sultan Ali Lakhani,Business,https://www.instagram.com/sultanlakhani/,https://www.youtube.com/@SultanLakhaniOfficial,https://www.facebook.com/SultanLakhaniOfficial,,https://www.instagram.com/sultanlakhani/,CEO of Lakson Group,,
#Yusuf H. Shirazi,Business,https://www.instagram.com/yusufshirazi/,https://www.youtube.com/@YusufShiraziOfficial,https://www.facebook.com/YusufShiraziOfficial,,https://www.instagram.com/yusufshirazi/,CEO of Engro Corporation,,
#Asif Jooma,Business,https://www.instagram.com/asifjooma/,https://www.youtube.com/@AsifJoomaOfficial,https://www.facebook.com/AsifJoomaOfficial,,https://www.instagram.com/asifjooma/,CEO of Pakistan Tobacco Company,,
#Imran Ahmed,Business,https://www.instagram.com/imranahmed/,https://www.youtube.com/@ImranAhmedOfficial,https://www.facebook.com/ImranAhmedOfficial,,https://www.instagram.com/imranahmed/,CEO of UBL,,
#Zahid Hussain,Business,https://www.instagram.com/zahidhussain/,https://www.youtube.com/@ZahidHussainOfficial,https://www.facebook.com/ZahidHussainOfficial,,https://www.instagram.com/zahidhussain/,CEO of HBL,,
#Naveed Ahmed,Business,https://www.instagram.com/naveedahmed/,https://www.youtube.com/@NaveedAhmedOfficial,https://www.facebook.com/NaveedAhmedOfficial,,https://www.instagram.com/naveedahmed/,CEO of Meezan Bank,,
#Mohammad Rizwan,Sports/Cricket,https://www.instagram.com/mohammadrizwanpk/,https://www.youtube.com/@MohammadRizwanOfficial,https://www.facebook.com/MohammadRizwanOfficial,,https://www.instagram.com/mohammadrizwanpk/,Wicketkeeper Batsman,,
#Arshad Iqbal,Sports/Cricket,https://www.instagram.com/arshad_iqbal/,https://www.youtube.com/@ArshadIqbalOfficial,https://www.facebook.com/ArshadIqbalOfficial,,https://www.instagram.com/arshad_iqbal/,Bowler,,
#Haider Ali,Sports/Cricket,https://www.instagram.com/haiderali.official/,https://www.youtube.com/@HaiderAliOfficial,https://www.facebook.com/HaiderAliOfficial,,https://www.instagram.com/haiderali.official/,Batsman,,
#Khaleel Ahmed,Sports/Cricket,https://www.instagram.com/khaleelahmed/,https://www.youtube.com/@KhaleelAhmedOfficial,https://www.facebook.com/KhaleelAhmedOfficial,,https://www.instagram.com/khaleelahmed/,Bowler,,
#Saim Ayub,Sports/Cricket,https://www.instagram.com/saimayub_official/,https://www.youtube.com/@SaimAyubOfficial,https://www.facebook.com/SaimAyubOfficial,,https://www.instagram.com/saimayub_official/,Young Batsman,,
#Zeeshan Ashraf,Sports/Cricket,https://www.instagram.com/zeeshanashraf/,https://www.youtube.com/@ZeeshanAshrafOfficial,https://www.facebook.com/ZeeshanAshrafOfficial,,https://www.instagram.com/zeeshanashraf/,Wicketkeeper,,
#Aamer Jamal,Sports/Cricket,https://www.instagram.com/aamerjamal/,https://www.youtube.com/@AamerJamalOfficial,https://www.facebook.com/AamerJamalOfficial,,https://www.instagram.com/aamerjamal/,All-rounder,,
#Zeeshan Akhtar,Sports/Cricket,https://www.instagram.com/zeeshanakhtar/,https://www.youtube.com/@ZeeshanAkhtarOfficial,https://www.facebook.com/ZeeshanAkhtarOfficial,,https://www.instagram.com/zeeshanakhtar/,Bowler,,
#Ahsan Hafeez,Sports/Cricket,https://www.instagram.com/ahsanhafeez/,https://www.youtube.com/@AhsanHafeezOfficial,https://www.facebook.com/AhsanHafeezOfficial,,https://www.instagram.com/ahsanhafeez/,Bowler,,
#Sameen Gul,Sports/Cricket,https://www.instagram.com/sameengul/,https://www.youtube.com/@SameenGulOfficial,https://www.facebook.com/SameenGulOfficial,,https://www.instagram.com/sameengul/,Bowler,,
#Akif Javed,Sports/Cricket,https://www.instagram.com/akifjaved/,https://www.youtube.com/@AkifJavedOfficial,https://www.facebook.com/AkifJavedOfficial,,https://www.instagram.com/akifjaved/,Bowler,,
#Zia-ul-Haq,Sports/Cricket,https://www.instagram.com/ziaulhaq/,https://www.youtube.com/@ZiaulHaqOfficial,https://www.facebook.com/ZiaulHaqOfficial,,https://www.instagram.com/ziaulhaq/,Bowler,,
